id_anon,cluster,b05a_idade_em_meses,idade_numerica
11196031403,1,32 meses,32.0
11196031404,4,2 meses,2.0
11196036504,0,18 meses,18.0
11196045205,3,30 meses,30.0
11196045803,9,38 meses,38.0
11196047302,3,18 meses,18.0
11196048507,6,11 meses,11.0
11196060605,0,27 meses,27.0
11196068804,9,31 meses,31.0
10397001006,0,19 meses,19.0
10397001804,8,19 meses,19.0
10397003003,0,51 meses,51.0
10397004503,1,21 meses,21.0
10397005504,5,22 meses,22.0
10397005505,5,27 meses,27.0
10397006502,2,59 meses,59.0
10397013404,0,37 meses,37.0
10397015305,0,8 meses,8.0
10397021803,4,5 meses,5.0
10397031305,1,45 meses,45.0
10596001102,8,52 meses,52.0
10596004804,3,19 meses,19.0
10596006506,3,26 meses,26.0
10596017903,7,7 meses,7.0
10596020404,1,11 meses,11.0
10596025303,7,24 meses,24.0
10596031005,1,16 meses,16.0
10596031403,9,54 meses,54.0
10596038903,2,3 meses,3.0
10596039004,7,8 meses,8.0
10596041603,1,29 meses,29.0
10596041604,2,1 mês,1.0
10525000603,1,38 meses,38.0
10525013404,3,52 meses,52.0
10525013405,8,13 meses,13.0
10525018306,3,19 meses,19.0
10525018308,4,5 meses,5.0
10525018404,3,26 meses,26.0
10525032803,4,1 mês,1.0
10525034905,3,52 meses,52.0
10525045805,3,10 meses,10.0
10525050403,8,31 meses,31.0
10525061703,3,25 meses,25.0
10525064403,9,37 meses,37.0
10525064404,0,13 meses,13.0
11038000109,1,50 meses,50.0
11038000110,3,9 meses,9.0
11038000111,5,6 meses,6.0
11038000112,5,6 meses,6.0
11038000903,6,57 meses,57.0
11038003603,3,31 meses,31.0
11038005203,3,29 meses,29.0
11038006103,0,54 meses,54.0
11038009504,4,1 mês,1.0
11038020204,8,52 meses,52.0
11038020303,8,20 meses,20.0
11038032004,3,27 meses,27.0
11038034902,0,46 meses,46.0
10802012107,6,47 meses,47.0
10802012108,6,31 meses,31.0
10802012109,4,0 meses,0.0
10802013807,3,26 meses,26.0
10802013808,9,6 meses,6.0
10802029704,3,26 meses,26.0
10802032104,3,44 meses,44.0
10802032105,3,28 meses,28.0
10802039205,3,55 meses,55.0
10802055004,0,12 meses,12.0
10802055604,0,39 meses,39.0
10802063405,2,1 mês,1.0
10802066905,0,14 meses,14.0
10802081103,3,55 meses,55.0
10802081104,3,30 meses,30.0
10802083505,3,58 meses,58.0
10194020004,7,59 meses,59.0
10194020005,0,19 meses,19.0
11053004203,4,4 meses,4.0
11053014503,3,48 meses,48.0
11053017403,1,51 meses,51.0
11053017404,0,24 meses,24.0
11053019204,0,29 meses,29.0
11053020204,0,27 meses,27.0
11053020403,4,3 meses,3.0
11053022303,1,10 meses,10.0
11053024804,8,13 meses,13.0
11053026905,0,59 meses,59.0
11053031003,0,25 meses,25.0
11053032105,3,39 meses,39.0
10785007704,1,42 meses,42.0
10965011006,1,28 meses,28.0
10965011403,7,21 meses,21.0
10965018504,0,49 meses,49.0
10965018608,3,14 meses,14.0
10965021704,7,36 meses,36.0
10965022004,1,41 meses,41.0
10965025306,3,57 meses,57.0
10965027007,4,2 meses,2.0
10933001204,5,47 meses,47.0
10746029804,0,49 meses,49.0
10746029805,0,20 meses,20.0
10746031803,6,58 meses,58.0
10746033803,0,59 meses,59.0
10746033804,7,16 meses,16.0
10746033805,7,16 meses,16.0
10746033904,1,57 meses,57.0
10746035804,0,45 meses,45.0
10746036903,3,17 meses,17.0
10746043706,3,16 meses,16.0
10746053703,0,52 meses,52.0
10746053805,4,0 meses,0.0
10746054708,0,13 meses,13.0
10244002706,4,2 meses,2.0
10244004304,0,18 meses,18.0
10244004404,4,5 meses,5.0
10244005205,3,27 meses,27.0
10244005206,0,17 meses,17.0
10244005504,3,22 meses,22.0
10244006704,3,12 meses,12.0
10244006804,3,24 meses,24.0
10244007706,1,44 meses,44.0
10244007707,1,14 meses,14.0
10244008703,1,45 meses,45.0
10244008704,7,9 meses,9.0
11245000303,0,26 meses,26.0
11245000304,0,15 meses,15.0
11245001505,4,2 meses,2.0
11245007404,3,20 meses,20.0
11245007405,4,4 meses,4.0
11245017804,3,24 meses,24.0
11245022805,3,43 meses,43.0
11245022806,4,1 mês,1.0
11245022903,3,33 meses,33.0
11245024505,1,57 meses,57.0
11245024506,7,11 meses,11.0
11245024604,1,14 meses,14.0
11245027805,1,32 meses,32.0
11245030605,1,30 meses,30.0
10492000903,0,19 meses,19.0
10492003703,1,23 meses,23.0
10492006103,4,2 meses,2.0
10492008104,1,25 meses,25.0
10492014104,0,42 meses,42.0
10492022403,0,42 meses,42.0
10492031005,1,52 meses,52.0
10492031006,0,19 meses,19.0
10492031007,0,19 meses,19.0
10492031603,0,16 meses,16.0
10874001104,0,39 meses,39.0
10874001203,2,58 meses,58.0
10874001204,0,18 meses,18.0
10874002202,3,25 meses,25.0
10874002708,3,53 meses,53.0
10874003103,0,46 meses,46.0
10874003503,0,37 meses,37.0
10874003504,0,19 meses,19.0
10874004103,7,19 meses,19.0
10874005103,3,19 meses,19.0
10874005304,3,53 meses,53.0
10874006204,3,52 meses,52.0
10874007304,7,13 meses,13.0
10874007305,7,39 meses,39.0
10874008404,7,43 meses,43.0
10874009103,3,49 meses,49.0
10269010303,9,51 meses,51.0
10269015304,5,39 meses,39.0
11336003204,4,6 meses,6.0
11336004004,6,38 meses,38.0
11336033403,2,12 meses,12.0
10009002204,1,31 meses,31.0
10009002205,4,4 meses,4.0
10009002904,4,11 meses,11.0
10009006705,1,53 meses,53.0
10009006706,4,7 meses,7.0
10009006804,6,36 meses,36.0
10009008005,0,53 meses,53.0
10009009007,1,17 meses,17.0
10009010002,3,39 meses,39.0
10009014003,7,20 meses,20.0
10009014205,1,54 meses,54.0
10009047107,1,19 meses,19.0
10778005503,3,26 meses,26.0
10778012203,1,39 meses,39.0
10778014402,3,45 meses,45.0
10778016204,7,30 meses,30.0
10778017303,1,53 meses,53.0
10778018304,3,36 meses,36.0
10778019005,3,52 meses,52.0
10778027103,5,34 meses,34.0
10778031503,1,41 meses,41.0
10778031504,2,13 meses,13.0
10778039203,3,50 meses,50.0
10778039204,2,7 meses,7.0
10778044504,6,37 meses,37.0
10778044505,6,57 meses,57.0
10531007403,9,36 meses,36.0
10531011405,0,34 meses,34.0
10531018903,0,10 meses,10.0
10531020803,4,5 meses,5.0
10531038504,9,43 meses,43.0
10531042904,1,56 meses,56.0
10531043504,3,22 meses,22.0
10531052103,7,18 meses,18.0
10531056403,3,39 meses,39.0
10531057505,3,24 meses,24.0
10855013404,0,54 meses,54.0
10855025304,0,5 meses,5.0
10855031305,3,33 meses,33.0
10855035304,0,10 meses,10.0
10855039105,0,45 meses,45.0
10855039205,1,57 meses,57.0
10855044904,3,32 meses,32.0
10855051803,2,9 meses,9.0
10855052704,9,47 meses,47.0
10855059503,9,44 meses,44.0
10855059504,9,44 meses,44.0
10796008405,4,37 meses,37.0
10796023403,7,7 meses,7.0
10796024406,3,41 meses,41.0
10796028603,0,25 meses,25.0
10796028904,4,3 meses,3.0
10796029803,5,16 meses,16.0
10796031204,8,26 meses,26.0
10796031406,0,51 meses,51.0
10912001402,0,58 meses,58.0
10912008404,9,35 meses,35.0
10912009303,3,18 meses,18.0
10912012503,0,32 meses,32.0
10912012504,4,1 mês,1.0
10912013604,4,1 mês,1.0
10912018605,0,55 meses,55.0
10912024103,0,26 meses,26.0
10912027006,0,49 meses,49.0
10912030704,3,29 meses,29.0
10912033504,2,4 meses,4.0
10858000104,1,23 meses,23.0
10858007303,0,34 meses,34.0
10858013004,6,53 meses,53.0
10858027806,7,6 meses,6.0
10858030203,4,4 meses,4.0
10858041307,1,21 meses,21.0
10858044003,5,28 meses,28.0
10858055205,0,22 meses,22.0
10858059703,8,13 meses,13.0
10858059704,3,31 meses,31.0
10858060803,2,4 meses,4.0
11246002904,1,51 meses,51.0
11246002905,1,51 meses,51.0
11246006603,0,14 meses,14.0
11246012303,2,9 meses,9.0
11246014904,7,15 meses,15.0
11246017002,0,14 meses,14.0
11246018304,5,16 meses,16.0
11246020206,4,23 meses,23.0
11246024006,3,36 meses,36.0
10779008403,0,9 meses,9.0
10779008404,0,9 meses,9.0
10779015604,0,58 meses,58.0
10779020605,0,16 meses,16.0
10779024704,7,17 meses,17.0
10779027503,1,23 meses,23.0
10187003705,4,2 meses,2.0
10187015103,5,21 meses,21.0
10187021204,0,31 meses,31.0
10187028305,1,51 meses,51.0
10187031605,1,45 meses,45.0
10187037703,0,13 meses,13.0
10187037704,0,13 meses,13.0
11363004303,0,18 meses,18.0
11363005703,0,37 meses,37.0
11363009105,1,43 meses,43.0
11363009106,4,5 meses,5.0
11363014305,0,22 meses,22.0
11363015203,2,6 meses,6.0
11363019304,1,6 meses,6.0
11363024805,0,50 meses,50.0
11363028409,0,32 meses,32.0
11363031804,4,3 meses,3.0
11363039104,3,36 meses,36.0
10651002002,0,49 meses,49.0
10651006003,7,38 meses,38.0
10651007703,0,50 meses,50.0
10651009803,1,53 meses,53.0
10651010802,7,35 meses,35.0
10651010803,2,35 meses,35.0
10651010902,0,59 meses,59.0
10651011003,0,59 meses,59.0
10651011203,1,55 meses,55.0
10651011204,4,3 meses,3.0
10651015303,6,43 meses,43.0
10651016304,0,8 meses,8.0
10365001005,6,49 meses,49.0
10365001006,4,7 meses,7.0
10365014603,7,42 meses,42.0
10365031603,6,56 meses,56.0
10365035702,3,14 meses,14.0
10131004507,1,22 meses,22.0
10131004706,3,55 meses,55.0
10131005705,3,21 meses,21.0
10131005804,7,13 meses,13.0
10131006203,1,41 meses,41.0
10131010105,3,29 meses,29.0
10131010803,3,36 meses,36.0
10131016204,0,9 meses,9.0
10131019205,2,5 meses,5.0
10131020504,7,10 meses,10.0
10085007906,5,11 meses,11.0
10085011704,1,25 meses,25.0
10085014104,7,47 meses,47.0
10085016505,4,5 meses,5.0
10085016807,7,17 meses,17.0
10085017303,3,32 meses,32.0
10085018403,3,12 meses,12.0
10085019602,7,15 meses,15.0
10085019603,0,56 meses,56.0
10085021704,3,19 meses,19.0
10085023903,2,2 meses,2.0
10085023904,2,2 meses,2.0
10863001203,0,45 meses,45.0
10863001304,1,32 meses,32.0
10863002803,7,40 meses,40.0
10863004303,1,59 meses,59.0
10863012804,2,37 meses,37.0
10863013603,1,48 meses,48.0
10863014504,0,13 meses,13.0
10863016103,9,40 meses,40.0
11113000703,2,11 meses,11.0
11113004303,7,41 meses,41.0
11113006504,6,52 meses,52.0
11113007202,0,19 meses,19.0
11113009103,1,30 meses,30.0
11113012103,1,17 meses,17.0
11113013703,1,37 meses,37.0
11113015004,0,16 meses,16.0
11113016605,0,30 meses,30.0
11113021603,0,24 meses,24.0
11369001404,0,19 meses,19.0
11369002203,9,40 meses,40.0
11369007504,7,23 meses,23.0
11369013104,0,20 meses,20.0
11369017104,1,15 meses,15.0
11369018105,0,35 meses,35.0
11369019803,1,25 meses,25.0
11369019804,2,7 meses,7.0
11369023404,7,15 meses,15.0
11369025204,7,34 meses,34.0
11369028003,1,46 meses,46.0
11369028004,1,32 meses,32.0
10581001904,1,33 meses,33.0
10581017202,0,32 meses,32.0
10581018302,4,5 meses,5.0
10581019403,4,3 meses,3.0
10581020104,2,11 meses,11.0
10581020803,6,29 meses,29.0
10581021206,4,3 meses,3.0
10581024103,0,49 meses,49.0
10581026003,1,30 meses,30.0
10581027404,1,26 meses,26.0
10287012104,2,3 meses,3.0
10287012305,0,51 meses,51.0
10287014103,3,13 meses,13.0
10287018202,0,56 meses,56.0
10287020804,2,5 meses,5.0
10287026004,1,39 meses,39.0
10733002203,1,18 meses,18.0
10733022703,0,38 meses,38.0
10733023004,7,23 meses,23.0
10733039706,1,11 meses,11.0
10118000104,2,8 meses,8.0
10118001105,8,22 meses,22.0
10118001106,5,11 meses,11.0
10118003805,2,3 meses,3.0
10118012507,0,58 meses,58.0
10118012508,5,24 meses,24.0
10118014103,7,33 meses,33.0
10118023104,5,34 meses,34.0
10118023904,0,26 meses,26.0
10118025503,5,9 meses,9.0
10118034403,5,13 meses,13.0
10118034404,7,59 meses,59.0
10118038005,1,59 meses,59.0
11165004504,1,58 meses,58.0
11165004505,7,6 meses,6.0
11165007704,7,12 meses,12.0
11165007804,1,41 meses,41.0
11165017803,2,35 meses,35.0
11165018003,3,29 meses,29.0
11165018105,3,9 meses,9.0
11165020703,2,5 meses,5.0
11165023304,1,42 meses,42.0
11165023903,2,17 meses,17.0
11165029903,0,23 meses,23.0
10837018703,2,11 meses,11.0
10837038103,3,22 meses,22.0
10837039406,0,49 meses,49.0
10837039407,0,29 meses,29.0
10837039503,1,57 meses,57.0
10837044906,1,30 meses,30.0
10837047104,1,57 meses,57.0
10837050407,0,18 meses,18.0
10576005404,2,4 meses,4.0
10576009703,0,10 meses,10.0
10576011204,7,12 meses,12.0
10576012004,1,47 meses,47.0
10576027204,1,36 meses,36.0
10576027304,4,1 mês,1.0
10576044103,4,3 meses,3.0
10576045503,4,5 meses,5.0
10576049002,6,25 meses,25.0
10576049102,5,8 meses,8.0
10507004609,5,35 meses,35.0
10507004610,2,3 meses,3.0
10507004611,3,35 meses,35.0
10507007604,1,50 meses,50.0
10066002503,3,59 meses,59.0
10066002804,0,21 meses,21.0
10066005302,3,27 meses,27.0
10066009302,1,57 meses,57.0
10066010204,4,6 meses,6.0
10066013103,2,12 meses,12.0
10066017104,6,47 meses,47.0
10066025102,0,12 meses,12.0
10066030204,4,3 meses,3.0
10066031504,4,4 meses,4.0
10218012404,6,52 meses,52.0
10218012405,1,19 meses,19.0
10218016005,8,14 meses,14.0
10218018403,3,54 meses,54.0
10218021905,3,22 meses,22.0
10218024405,6,36 meses,36.0
10218025003,0,15 meses,15.0
10208002003,0,14 meses,14.0
10208002106,5,59 meses,59.0
10208002107,0,47 meses,47.0
10208011902,1,15 meses,15.0
10208013205,3,28 meses,28.0
10208015704,4,5 meses,5.0
11329017303,2,5 meses,5.0
11329021604,1,21 meses,21.0
11329021904,7,14 meses,14.0
11329022103,0,32 meses,32.0
11329023803,1,7 meses,7.0
11329023904,1,22 meses,22.0
11329025403,2,2 meses,2.0
11329028903,0,20 meses,20.0
11329034403,4,2 meses,2.0
11329042503,7,17 meses,17.0
10379009403,2,1 mês,1.0
10379009404,2,1 mês,1.0
10379011503,4,0 meses,0.0
10379011603,0,42 meses,42.0
10379011604,0,10 meses,10.0
10379012404,4,3 meses,3.0
10379017504,1,40 meses,40.0
10379021203,4,3 meses,3.0
10379022705,4,5 meses,5.0
10379031303,0,12 meses,12.0
10379038605,1,48 meses,48.0
10379039204,0,27 meses,27.0
10379058103,3,34 meses,34.0
10379058104,3,34 meses,34.0
10379058105,3,8 meses,8.0
10499028902,2,3 meses,3.0
10499029503,3,35 meses,35.0
10499034304,2,1 mês,1.0
10499034305,2,1 mês,1.0
10499035603,0,10 meses,10.0
10499037203,0,18 meses,18.0
10293002303,3,35 meses,35.0
10293004403,4,7 meses,7.0
10293007603,0,15 meses,15.0
10293008303,2,8 meses,8.0
10293008304,2,8 meses,8.0
10293008803,4,0 meses,0.0
10293010604,2,8 meses,8.0
10686003804,0,57 meses,57.0
10686003805,2,8 meses,8.0
10686013304,4,3 meses,3.0
10686014004,7,56 meses,56.0
10686014005,7,27 meses,27.0
10686038502,6,27 meses,27.0
10686043905,1,45 meses,45.0
10686043906,7,27 meses,27.0
10686046503,4,5 meses,5.0
10686048304,3,25 meses,25.0
10392000903,4,3 meses,3.0
10392007203,2,7 meses,7.0
10392009404,1,25 meses,25.0
10392012502,6,48 meses,48.0
10643005703,1,36 meses,36.0
10643006703,0,25 meses,25.0
10643006704,2,3 meses,3.0
11264009203,3,13 meses,13.0
11264012503,0,56 meses,56.0
11264013902,0,41 meses,41.0
11264013903,0,23 meses,23.0
11264014506,8,20 meses,20.0
11264016803,7,49 meses,49.0
11264016804,0,35 meses,35.0
11264022405,4,1 mês,1.0
11264022703,4,0 meses,0.0
11133009204,3,52 meses,52.0
11133010003,4,2 meses,2.0
11133014806,1,45 meses,45.0
11133019405,3,16 meses,16.0
11133022503,4,2 meses,2.0
11133026905,3,20 meses,20.0
11133030703,4,2 meses,2.0
11133033503,3,42 meses,42.0
11133034203,0,43 meses,43.0
11047003303,0,6 meses,6.0
11047003304,2,6 meses,6.0
11047003804,9,22 meses,22.0
11047008405,4,1 mês,1.0
11047010603,0,40 meses,40.0
11047010604,1,21 meses,21.0
11047012103,0,41 meses,41.0
11047021204,0,57 meses,57.0
11047022603,2,6 meses,6.0
11047023004,1,19 meses,19.0
11047023204,1,25 meses,25.0
11047023302,4,2 meses,2.0
10578003103,7,5 meses,5.0
10578013603,4,2 meses,2.0
10227003903,4,8 meses,8.0
10227005203,0,44 meses,44.0
10227023405,7,20 meses,20.0
10227024003,1,48 meses,48.0
10227024205,0,8 meses,8.0
10284005005,1,42 meses,42.0
10284005006,2,7 meses,7.0
10284013804,3,31 meses,31.0
10284026203,1,32 meses,32.0
10284026204,7,12 meses,12.0
10284028903,2,2 meses,2.0
10284030403,7,25 meses,25.0
10103001705,0,9 meses,9.0
10189002502,0,23 meses,23.0
10189003202,3,41 meses,41.0
10189003203,0,22 meses,22.0
10189004803,2,2 meses,2.0
10189005203,7,9 meses,9.0
10189018902,3,18 meses,18.0
10189020803,0,28 meses,28.0
10189022203,4,0 meses,0.0
10189022604,1,15 meses,15.0
10189029104,0,27 meses,27.0
10189030403,7,40 meses,40.0
10600001203,1,27 meses,27.0
10600004502,2,5 meses,5.0
10600005703,6,16 meses,16.0
10600006803,4,5 meses,5.0
10600014204,9,56 meses,56.0
10600014803,6,12 meses,12.0
10600016004,0,18 meses,18.0
10600030503,2,1 mês,1.0
10582001003,0,38 meses,38.0
10582003604,2,1 mês,1.0
10868003504,0,18 meses,18.0
10868003604,9,20 meses,20.0
10868003703,2,2 meses,2.0
10868005607,7,14 meses,14.0
10868005905,0,29 meses,29.0
10868006803,0,40 meses,40.0
10868007003,9,55 meses,55.0
10868007004,4,1 mês,1.0
10868011104,0,28 meses,28.0
10868011303,1,40 meses,40.0
10868011605,0,12 meses,12.0
11034002002,1,51 meses,51.0
11034003203,6,56 meses,56.0
11034010103,1,46 meses,46.0
11034010104,9,26 meses,26.0
11034019703,4,2 meses,2.0
11034028703,6,35 meses,35.0
11034029703,7,53 meses,53.0
11034036403,1,47 meses,47.0
11034045203,3,56 meses,56.0
11034051903,0,13 meses,13.0
11034055303,7,55 meses,55.0
11300000803,0,51 meses,51.0
11300001502,0,52 meses,52.0
11300001705,7,53 meses,53.0
11300002304,1,26 meses,26.0
11300003404,0,21 meses,21.0
11300003804,0,41 meses,41.0
11300005205,2,42 meses,42.0
11300005206,0,17 meses,17.0
11300010903,4,2 meses,2.0
11300013303,6,46 meses,46.0
11300013304,6,10 meses,10.0
11300016804,1,58 meses,58.0
11300016805,0,29 meses,29.0
11286005304,2,1 mês,1.0
11286017503,0,36 meses,36.0
11286023604,3,58 meses,58.0
11286027103,1,44 meses,44.0
11286029503,3,16 meses,16.0
11286030502,8,47 meses,47.0
11286030503,8,25 meses,25.0
11286035204,6,29 meses,29.0
11286047202,2,55 meses,55.0
11286048602,9,55 meses,55.0
11286050103,0,26 meses,26.0
11346003105,0,37 meses,37.0
11346003106,0,14 meses,14.0
11346003504,2,4 meses,4.0
11346023603,4,2 meses,2.0
11346023903,6,34 meses,34.0
11346025203,6,59 meses,59.0
11346025305,1,54 meses,54.0
11346027104,1,50 meses,50.0
11346027206,0,50 meses,50.0
11346027207,4,4 meses,4.0
11346029103,4,1 mês,1.0
11346029202,4,3 meses,3.0
10109002804,0,42 meses,42.0
10109002805,0,42 meses,42.0
10109003403,0,16 meses,16.0
10109012002,4,21 meses,21.0
10109018503,0,41 meses,41.0
10109023102,1,52 meses,52.0
10109023404,0,34 meses,34.0
10109033003,0,30 meses,30.0
10109034403,4,5 meses,5.0
11307012203,0,24 meses,24.0
11307012204,0,7 meses,7.0
11307033405,1,21 meses,21.0
10164002505,4,4 meses,4.0
10164003903,1,29 meses,29.0
10164004404,6,44 meses,44.0
10164004805,6,33 meses,33.0
10164008804,7,24 meses,24.0
10164011402,1,56 meses,56.0
10164012305,4,4 meses,4.0
10164020303,1,40 meses,40.0
10164020503,0,50 meses,50.0
10164021704,0,21 meses,21.0
10201001005,0,48 meses,48.0
10201001103,0,36 meses,36.0
10201002110,1,48 meses,48.0
10201002111,1,25 meses,25.0
10201002204,1,49 meses,49.0
10201002205,1,26 meses,26.0
10201005304,1,51 meses,51.0
10201007504,2,24 meses,24.0
10201011602,0,45 meses,45.0
10201011803,0,56 meses,56.0
10201011804,1,24 meses,24.0
10201019503,0,24 meses,24.0
10201019904,2,37 meses,37.0
10613005203,1,47 meses,47.0
10613009004,1,36 meses,36.0
10613009805,1,38 meses,38.0
10613012804,0,58 meses,58.0
10613015804,0,16 meses,16.0
10613017102,1,22 meses,22.0
10613017304,0,37 meses,37.0
10613019403,4,8 meses,8.0
10613022106,4,1 mês,1.0
10613027104,6,42 meses,42.0
10935000603,3,35 meses,35.0
10935003406,0,39 meses,39.0
10935006411,1,52 meses,52.0
10935013103,0,16 meses,16.0
10935014403,3,58 meses,58.0
10935014404,8,35 meses,35.0
10935014405,0,10 meses,10.0
10935019203,9,35 meses,35.0
10935021402,3,24 meses,24.0
10935023705,3,29 meses,29.0
10935024407,3,58 meses,58.0
10935024408,7,22 meses,22.0
10935025106,2,13 meses,13.0
11283001802,3,20 meses,20.0
11283002003,3,44 meses,44.0
11283003303,0,52 meses,52.0
11283004104,4,0 meses,0.0
11283024305,0,37 meses,37.0
11283024306,5,8 meses,8.0
11283024603,3,31 meses,31.0
10767006103,4,1 mês,1.0
10767006303,4,1 mês,1.0
10767006304,2,59 meses,59.0
10767007505,0,34 meses,34.0
10767007506,7,18 meses,18.0
10767034903,1,23 meses,23.0
10767034904,2,7 meses,7.0
10767039303,7,31 meses,31.0
10767045604,0,15 meses,15.0
10767045703,2,4 meses,4.0
10767047606,3,9 meses,9.0
10767047805,0,26 meses,26.0
10767051305,0,9 meses,9.0
10658007004,0,43 meses,43.0
10658011405,9,32 meses,32.0
10658016104,9,44 meses,44.0
10658017104,4,2 meses,2.0
10658018605,0,28 meses,28.0
10658022504,2,11 meses,11.0
10658022505,3,43 meses,43.0
10658025403,3,26 meses,26.0
10658026503,7,9 meses,9.0
10658031304,2,12 meses,12.0
10658037703,0,21 meses,21.0
10658039503,1,32 meses,32.0
10464001607,4,5 meses,5.0
10464002703,2,5 meses,5.0
10464006503,4,0 meses,0.0
10464009904,5,16 meses,16.0
10464009905,5,16 meses,16.0
10464014003,9,49 meses,49.0
10464014004,4,1 mês,1.0
10464019203,1,13 meses,13.0
10464022404,4,0 meses,0.0
10464024303,1,46 meses,46.0
10464029103,9,38 meses,38.0
10464029803,4,1 mês,1.0
11313010503,5,10 meses,10.0
10760001104,0,23 meses,23.0
10760004705,6,57 meses,57.0
10760004706,4,0 meses,0.0
10760005503,3,23 meses,23.0
10760007305,1,46 meses,46.0
10760030503,7,12 meses,12.0
10760030803,4,4 meses,4.0
10760037006,0,24 meses,24.0
10760038605,2,5 meses,5.0
10760039604,6,27 meses,27.0
10760041803,0,38 meses,38.0
10873013206,1,55 meses,55.0
10873014805,0,46 meses,46.0
10873022003,6,51 meses,51.0
10873022005,2,6 meses,6.0
10873022206,0,55 meses,55.0
10873022207,1,28 meses,28.0
10873027304,6,52 meses,52.0
11130001103,0,16 meses,16.0
11130001105,0,18 meses,18.0
11130002106,4,0 meses,0.0
11130004703,0,47 meses,47.0
11130005104,6,7 meses,7.0
11130005306,3,16 meses,16.0
11130011103,4,3 meses,3.0
11130013103,4,2 meses,2.0
11130013405,3,34 meses,34.0
11130013506,0,41 meses,41.0
11130013507,7,10 meses,10.0
11130015407,0,47 meses,47.0
10193000604,4,3 meses,3.0
10193003002,4,2 meses,2.0
10193003405,0,21 meses,21.0
10193003803,3,46 meses,46.0
10193003804,3,23 meses,23.0
10193003903,3,55 meses,55.0
10193003904,4,1 mês,1.0
10193008704,9,27 meses,27.0
10193010903,0,12 meses,12.0
10193010904,0,12 meses,12.0
10193021803,1,54 meses,54.0
10193023005,1,25 meses,25.0
10193026104,7,14 meses,14.0
10047011903,2,5 meses,5.0
10047013804,0,30 meses,30.0
10047014404,3,48 meses,48.0
10047014405,3,23 meses,23.0
10047020103,3,15 meses,15.0
10047021403,3,13 meses,13.0
10047027004,9,45 meses,45.0
10047027104,3,10 meses,10.0
10047027203,3,50 meses,50.0
10047027204,3,16 meses,16.0
10047027205,9,16 meses,16.0
10047037403,2,7 meses,7.0
10047037804,3,57 meses,57.0
10047037805,3,48 meses,48.0
11193000208,0,11 meses,11.0
11193004304,0,53 meses,53.0
11193013607,1,41 meses,41.0
11193013608,1,16 meses,16.0
11193018304,1,36 meses,36.0
11193021106,7,21 meses,21.0
11193022303,2,5 meses,5.0
11193022404,7,8 meses,8.0
11193022605,0,22 meses,22.0
11193050903,4,8 meses,8.0
11193051803,6,59 meses,59.0
11193051804,0,30 meses,30.0
10143003505,3,47 meses,47.0
10143003506,3,17 meses,17.0
10143028803,3,51 meses,51.0
10143028804,0,23 meses,23.0
10741020302,0,22 meses,22.0
10741030904,0,33 meses,33.0
10741031004,6,47 meses,47.0
10741031005,6,17 meses,17.0
10741032505,2,48 meses,48.0
10741033004,7,44 meses,44.0
10741046504,1,53 meses,53.0
10741062303,1,55 meses,55.0
10741062304,7,27 meses,27.0
10741063007,2,37 meses,37.0
10741096004,0,19 meses,19.0
10741096102,2,41 meses,41.0
11013011404,3,34 meses,34.0
11013017904,0,38 meses,38.0
11013019703,7,8 meses,8.0
11013022803,4,1 mês,1.0
11013023503,7,35 meses,35.0
11013023504,4,0 meses,0.0
11013033902,4,5 meses,5.0
11013063405,5,6 meses,6.0
11013063603,4,3 meses,3.0
11013080903,0,42 meses,42.0
11013083402,4,4 meses,4.0
10343006706,7,35 meses,35.0
10343025804,2,19 meses,19.0
10343027503,0,26 meses,26.0
10343035910,0,38 meses,38.0
10343035911,2,11 meses,11.0
10343036806,4,1 mês,1.0
10343038406,1,31 meses,31.0
10343038407,4,2 meses,2.0
10343039112,6,12 meses,12.0
10343040103,2,1 mês,1.0
10343040903,0,52 meses,52.0
10343040904,0,16 meses,16.0
10343046303,0,3 meses,3.0
10585008305,3,37 meses,37.0
10585010803,4,3 meses,3.0
10585013005,3,26 meses,26.0
10585013103,0,17 meses,17.0
10585013504,3,44 meses,44.0
10585013803,3,44 meses,44.0
10585013804,3,17 meses,17.0
10585017603,4,3 meses,3.0
10585018903,7,18 meses,18.0
10585061103,0,44 meses,44.0
10585065603,3,37 meses,37.0
10645003307,4,2 meses,2.0
10645006403,4,2 meses,2.0
10645009111,8,20 meses,20.0
10645010305,6,58 meses,58.0
10645010306,0,35 meses,35.0
10645014304,0,46 meses,46.0
10645014305,0,27 meses,27.0
10645014306,0,27 meses,27.0
10645014404,3,49 meses,49.0
10645014503,5,5 meses,5.0
10645017506,4,3 meses,3.0
10645020904,5,31 meses,31.0
10645028005,5,12 meses,12.0
10560016403,3,9 meses,9.0
11210004204,0,36 meses,36.0
11210004205,4,3 meses,3.0
11210008503,0,48 meses,48.0
11210011303,7,57 meses,57.0
11210011304,0,12 meses,12.0
11210016604,5,8 meses,8.0
11210037504,3,51 meses,51.0
11210047103,7,20 meses,20.0
11210055604,0,9 meses,9.0
10328014606,3,40 meses,40.0
10328014607,3,15 meses,15.0
10328018005,3,15 meses,15.0
10328019905,3,42 meses,42.0
10328026204,3,44 meses,44.0
10328036105,7,33 meses,33.0
10328051607,2,12 meses,12.0
10111000103,8,21 meses,21.0
10111003703,7,20 meses,20.0
10111016206,1,20 meses,20.0
10111016207,7,4 meses,4.0
10111029006,1,43 meses,43.0
